Num.,Candidate,Constituency,Votes,Percentage,Seat won,Party
15,ŻYLIŃSKA Jolanta Aleksandra,Nr 14 [Nowy Sącz],136,0.0,nie,3
16,DŁUGOSZ Krzysztof,Nr 14 [Nowy Sącz],183,0.0,nie,3
17,PIOTROWSKA Danuta,Nr 14 [Nowy Sącz],253,0.0,nie,3
18,MAJERCZAK-KIESZKOWSKA Magdalena,Nr 14 [Nowy Sącz],165,0.0,nie,3
19,SZLAGOWSKA-BUDACZ Dorota Ewa,Nr 14 [Nowy Sącz],396,0.0,nie,3
1,JABŁOŃSKI Jacek Andrzej,Nr 15 [Tarnów],9956,0.05,nie,3
2,WOŹNIAK Jerzy Andrzej,Nr 15 [Tarnów],2888,0.02,nie,3
3,SKOWROŃSKA Ewa,Nr 15 [Tarnów],1979,0.01,nie,3
4,KOCOŃ Dorota,Nr 15 [Tarnów],791,0.0,nie,3
5,PIWOWARSKI Stanisław Andrzej,Nr 15 [Tarnów],482,0.0,nie,3
6,SIENICKA Agnieszka Anna,Nr 15 [Tarnów],459,0.0,nie,3
7,CZAPKIEWICZ Antoni,Nr 15 [Tarnów],241,0.0,nie,3
8,WILCZYŃSKA Maria Bernadeta,Nr 15 [Tarnów],353,0.0,nie,3
9,DAŃDA Przemysław Tomasz,Nr 15 [Tarnów],197,0.0,nie,3
10,WĘGRZYN Przemysław,Nr 15 [Tarnów],380,0.0,nie,3
11,JEWUŁA Romana Anna,Nr 15 [Tarnów],428,0.0,nie,3
12,NIZIOŁEK Renata Lucyna,Nr 15 [Tarnów],330,0.0,nie,3
13,KONOPKA Liliana Karolina,Nr 15 [Tarnów],492,0.0,nie,3
14,BOROWICZ Artur Łukasz,Nr 15 [Tarnów],242,0.0,nie,3
15,MAŁEK Justyna Magdalena,Nr 15 [Tarnów],449,0.0,nie,3
16,MROZOWSKI Maciej Jan,Nr 15 [Tarnów],147,0.0,nie,3
17,SERWIN Alicja Łucja,Nr 15 [Tarnów],265,0.0,nie,3
18,SZTORC Andrzej Stefan,Nr 15 [Tarnów],539,0.0,nie,3
1,IWANIAK Arkadiusz,Nr 16 [Płock],15098,0.08,tak,3
2,BRUDNICKI Adrian,Nr 16 [Płock],2809,0.02,nie,3
3,AUGUSTYŃSKI Zbigniew,Nr 16 [Płock],1083,0.01,nie,3
4,LINOWSKA Małgorzata,Nr 16 [Płock],2846,0.02,nie,3
5,KWASIBORSKI Krzysztof,Nr 16 [Płock],879,0.0,nie,3
6,ANTOSZKIEWICZ Janina Franciszka,Nr 16 [Płock],440,0.0,nie,3
7,KANIEWSKI Piotr Julian,Nr 16 [Płock],1505,0.01,nie,3
8,ŁUCZAK Dariusz,Nr 16 [Płock],574,0.0,nie,3
9,JASIŃSKA Renata,Nr 16 [Płock],1073,0.01,nie,3
10,NOWAK Eugeniusz Jan,Nr 16 [Płock],403,0.0,nie,3
11,GŁUSKOWSKA Renata Małgorzata,Nr 16 [Płock],397,0.0,nie,3
12,WELENC Anna,Nr 16 [Płock],668,0.0,nie,3
13,GÓRECKA Olga,Nr 16 [Płock],938,0.01,nie,3
14,ANDRZEJCZAK Sebastian,Nr 16 [Płock],269,0.0,nie,3
15,DOBROWOLSKI Mateusz,Nr 16 [Płock],458,0.0,nie,3
16,KUJAWA Wioletta,Nr 16 [Płock],772,0.0,nie,3
17,KRÓLIKOWSKI Zbigniew,Nr 16 [Płock],454,0.0,nie,3
18,PIÓROWICZ Jerzy Wojciech,Nr 16 [Płock],107,0.0,nie,3
19,STANISZEWSKI Jan,Nr 16 [Płock],205,0.0,nie,3
20,KIWIT Marek,Nr 16 [Płock],1470,0.01,nie,3
1,FAJDEK Patryk,Nr 17 [Radom],12045,0.07,nie,3
2,SITARSKI Ireneusz Robert,Nr 17 [Radom],2692,0.01,nie,3
3,ŻYTKOWSKA-PRUS Anna Izabela,Nr 17 [Radom],1876,0.01,nie,3
4,OLISZEWSKI Daniel,Nr 17 [Radom],1461,0.01,nie,3
5,ZIEMNICKA Małgorzata Maria,Nr 17 [Radom],825,0.0,nie,3
6,FIGURSKA Ewa Anna,Nr 17 [Radom],978,0.01,nie,3
7,PERCZAK Judyta Ewa,Nr 17 [Radom],386,0.0,nie,3
8,SZEWCZYK Kalina Olga,Nr 17 [Radom],505,0.0,nie,3
9,JAGIEŁŁO Iwona Agnieszka,Nr 17 [Radom],739,0.0,nie,3
10,SZMIGIEL Piotr Adam,Nr 17 [Radom],630,0.0,nie,3
11,DRELA Beata Agnieszka,Nr 17 [Radom],273,0.0,nie,3
12,WICIK Karol Mariusz,Nr 17 [Radom],160,0.0,nie,3
13,GIZIŃSKI Bartosz Jakub,Nr 17 [Radom],409,0.0,nie,3
14,MALEC-ĆWIEK Edyta Jadwiga,Nr 17 [Radom],332,0.0,nie,3
15,GORYCKI Zygmunt,Nr 17 [Radom],155,0.0,nie,3
16,GRYCHTAL Sławomir Włodzimierz,Nr 17 [Radom],129,0.0,nie,3
17,KOSIEC Justyna Agnieszka,Nr 17 [Radom],341,0.0,nie,3
18,SOKOŁOWSKA Jolanta Monika,Nr 17 [Radom],948,0.01,nie,3
1,OLKO Dorota Zofia,Nr 18 [Siedlce],12055,0.07,nie,3
2,PIASECKA Anna,Nr 18 [Siedlce],3441,0.02,nie,3
3,PARZYCHOWSKA-KURPIEWSKA Maria Magdalena,Nr 18 [Siedlce],4253,0.02,nie,3
4,SKRZYNIARZ Michał Aleksander,Nr 18 [Siedlce],554,0.0,nie,3
5,KARDACZ Tomasz Robert,Nr 18 [Siedlce],565,0.0,nie,3
6,KUŹNIARSKI Jacek Piotr,Nr 18 [Siedlce],834,0.0,nie,3
7,TRZPIL Izabela Aldona,Nr 18 [Siedlce],713,0.0,nie,3
8,ZYGMUNT Beata,Nr 18 [Siedlce],732,0.0,nie,3
9,KOMOR Radosław,Nr 18 [Siedlce],573,0.0,nie,3
10,KARWOWSKI Maciej,Nr 18 [Siedlce],639,0.0,nie,3
11,PAWLAK Maria Aleksandra,Nr 18 [Siedlce],451,0.0,nie,3
12,PRANDOTA Maciej Tadeusz,Nr 18 [Siedlce],164,0.0,nie,3
13,GROCHOWSKI Krzysztof,Nr 18 [Siedlce],289,0.0,nie,3
14,OLEKSY Tomasz Sebastian,Nr 18 [Siedlce],586,0.0,nie,3
15,LIS Grzegorz,Nr 18 [Siedlce],512,0.0,nie,3
16,KASPAREK Justyna Helena,Nr 18 [Siedlce],141,0.0,nie,3
17,ADAMCZYK Małgorzata Joanna,Nr 18 [Siedlce],423,0.0,nie,3
18,CHOJECKI Rafał,Nr 18 [Siedlce],377,0.0,nie,3
19,WOJTOWICZ Małgorzata Olga,Nr 18 [Siedlce],214,0.0,nie,3
20,GASTOŁ Marta,Nr 18 [Siedlce],253,0.0,nie,3
21,PNIEWSKI Tomasz Andrzej,Nr 18 [Siedlce],174,0.0,nie,3
22,HASZCZYŃSKA Delfina Maria,Nr 18 [Siedlce],185,0.0,nie,3
23,GUZ Grzegorz,Nr 18 [Siedlce],167,0.0,nie,3
24,KRASUCKI Henryk Krzysztof,Nr 18 [Siedlce],940,0.01,nie,3
1,ZANDBERG Adrian Tadeusz,Nr 19 [Warszawa],140898,0.76,tak,3
2,ŻUKOWSKA Anna Maria,Nr 19 [Warszawa],18864,0.1,tak,3
3,TARCZYŃSKA Anna Małgorzata,Nr 19 [Warszawa],17959,0.1,nie,3
4,BIEJAT Magdalena Agnieszka,Nr 19 [Warszawa],19501,0.11,tak,3
5,LIEDEL Krzysztof,Nr 19 [Warszawa],3484,0.02,nie,3
6,PELC Filip Tadeusz,Nr 19 [Warszawa],2765,0.01,nie,3
7,PRZYŁUSKA Bożena Marta,Nr 19 [Warszawa],8243,0.04,nie,3
8,BRÓZDA Hanna Janina,Nr 19 [Warszawa],911,0.0,nie,3
9,DUDA Katarzyna Beata,Nr 19 [Warszawa],1703,0.01,nie,3
10,STĘPIEŃ Mateusz Zbigniew,Nr 19 [Warszawa],1183,0.01,nie,3
11,LISZKA Sebastian Roman,Nr 19 [Warszawa],1298,0.01,nie,3
12,POSTNIKOFF Danuta Beata,Nr 19 [Warszawa],743,0.0,nie,3
13,WICHA Joanna Beata,Nr 19 [Warszawa],2919,0.02,nie,3
14,KUBIAK Jacek Zbigniew,Nr 19 [Warszawa],1411,0.01,nie,3
15,GOŹDZIKOWSKI Mateusz Wojciech,Nr 19 [Warszawa],570,0.0,nie,3
16,KUCZYŃSKA Urszula Teresa,Nr 19 [Warszawa],1338,0.01,nie,3
17,MYCKA Łukasz Kamil,Nr 19 [Warszawa],400,0.0,nie,3
18,KELLES-KRAUZ Joanna Maria,Nr 19 [Warszawa],487,0.0,nie,3
19,OŻDŻEŃSKI Wojciech,Nr 19 [Warszawa],504,0.0,nie,3
20,ROZENEK Dariusz Krzysztof,Nr 19 [Warszawa],6330,0.03,nie,3
21,BRONOWICKA Joanna Wanda,Nr 19 [Warszawa],1328,0.01,nie,3
22,DUNIN-BORKOWSKI Maciej Włodzimierz,Nr 19 [Warszawa],463,0.0,nie,3
23,DOMAŃSKA Inga Maria,Nr 19 [Warszawa],1574,0.01,nie,3
24,RYTEL Jerzy Marian,Nr 19 [Warszawa],475,0.0,nie,3
25,WRÓBLEWSKI Andrzej Wiktor,Nr 19 [Warszawa],440,0.0,nie,3
26,PAJĘCKA Anna Paulina,Nr 19 [Warszawa],603,0.0,nie,3
27,JAGODZIŃSKA Anna Klara,Nr 19 [Warszawa],1354,0.01,nie,3
28,MIENIEWSKI Daniel,Nr 19 [Warszawa],224,0.0,nie,3
29,LUTOSTAŃSKA Agnieszka,Nr 19 [Warszawa],565,0.0,nie,3
30,SÓJKA Małgorzata Anna,Nr 19 [Warszawa],752,0.0,nie,3
31,ŻURAWSKI Cezary,Nr 19 [Warszawa],497,0.0,nie,3
32,SADOWSKA Anna Paulina,Nr 19 [Warszawa],1392,0.01,nie,3
33,MIERZWIŃSKI Krzysztof Stanisław,Nr 19 [Warszawa],180,0.0,nie,3
34,KOWALSKA-ZIĘTARA Katarzyna Anna,Nr 19 [Warszawa],649,0.0,nie,3
35,GODLEWSKA Joanna Maria,Nr 19 [Warszawa],1101,0.01,nie,3
36,SZUSTAKIEWICZ Karol Andrzej,Nr 19 [Warszawa],349,0.0,nie,3
37,JANICZAK Grzegorz Jan,Nr 19 [Warszawa],298,0.0,nie,3
38,UTOWKA Patryk Piotr,Nr 19 [Warszawa],576,0.0,nie,3
39,SAYED Marta Zofia,Nr 19 [Warszawa],1397,0.01,nie,3
40,GADZINOWSKI Piotr,Nr 19 [Warszawa],5706,0.03,nie,3
1,ROZENEK Andrzej Tadeusz,Nr 20 [Warszawa],38495,0.21,tak,3
2,ZIMMERMANN Julia Eliza,Nr 20 [Warszawa],13987,0.08,nie,3
3,BUŹNIAK Sylwia Lidia,Nr 20 [Warszawa],5770,0.03,nie,3
4,PONIEWIERKA Leszek,Nr 20 [Warszawa],880,0.0,nie,3
5,GÓRSKI Marcin,Nr 20 [Warszawa],1766,0.01,nie,3
6,RADZIKOWSKI Andrzej Marek,Nr 20 [Warszawa],753,0.0,nie,3
7,GOŁOTA Konrad Krzyszof,Nr 20 [Warszawa],1188,0.01,nie,3
8,SKÓRSKA Ewa Katarzyna,Nr 20 [Warszawa],1518,0.01,nie,3
9,BRAITER Katarzyna Anna,Nr 20 [Warszawa],1021,0.01,nie,3
10,GAWKOWSKI Bartosz Konrad,Nr 20 [Warszawa],1814,0.01,nie,3
11,CIEPLIŃSKA-KOWALSKA Joanna Dagmara,Nr 20 [Warszawa],974,0.01,nie,3
12,STARZYŃSKA Małgorzata Henryka,Nr 20 [Warszawa],498,0.0,nie,3
13,KOWALSKA Katarzyna,Nr 20 [Warszawa],1340,0.01,nie,3
14,MAZUR Remigiusz Radosław,Nr 20 [Warszawa],807,0.0,nie,3
15,KOZIELSKA Liliana,Nr 20 [Warszawa],1224,0.01,nie,3
16,WOJCIESKI Andrzej,Nr 20 [Warszawa],483,0.0,nie,3
17,URBANEK Robert,Nr 20 [Warszawa],518,0.0,nie,3
18,BŁASZCZAK Monika,Nr 20 [Warszawa],1072,0.01,nie,3
19,MIŁOW Sławomir Borys,Nr 20 [Warszawa],246,0.0,nie,3
20,SZYMAŃSKI Mateusz,Nr 20 [Warszawa],567,0.0,nie,3
21,WRÓBLEWSKA Ewa Magdalena,Nr 20 [Warszawa],956,0.01,nie,3
22,TOMASZEWSKI Wiesław,Nr 20 [Warszawa],235,0.0,nie,3
23,STEFANKOWSKI Mateusz Kamil,Nr 20 [Warszawa],223,0.0,nie,3
24,PAPUGA Marek Zdzisław,Nr 20 [Warszawa],2013,0.01,nie,3
1,ZAWISZA Marcelina Monika,Nr 21 [Opole],19206,0.1,tak,3
2,WOŹNIAK Piotr Jan,Nr 21 [Opole],15257,0.08,nie,3
3,PILC Jarosław Stanisław,Nr 21 [Opole],1819,0.01,nie,3
4,JURCZYK-MIŻEJEWSKA Anna Maria,Nr 21 [Opole],1063,0.01,nie,3
5,OLIŃSKA-BIEG Małgorzata Jolanta,Nr 21 [Opole],1002,0.01,nie,3
6,KACZOR Maciej,Nr 21 [Opole],993,0.01,nie,3
7,DROST Andrzej Oswald,Nr 21 [Opole],327,0.0,nie,3
8,JUSZCZYK Grażyna,Nr 21 [Opole],898,0.0,nie,3
9,NOWAK Stanisław,Nr 21 [Opole],696,0.0,nie,3
10,BARYŁOWICZ Anna Danuta,Nr 21 [Opole],315,0.0,nie,3
11,ŚWITLIK Adam Lesław,Nr 21 [Opole],428,0.0,nie,3
12,GAŁĄZKA Iwona,Nr 21 [Opole],869,0.0,nie,3
13,MUCHA Paweł Józef,Nr 21 [Opole],642,0.0,nie,3
14,GĄSOWSKA-KRAMARZ Agata,Nr 21 [Opole],253,0.0,nie,3
15,ZĘBALA Andrzej Marian,Nr 21 [Opole],874,0.0,nie,3
16,PAPROTA Katarzyna Ewa,Nr 21 [Opole],305,0.0,nie,3
17,BEDNAREK Grzegorz Paweł,Nr 21 [Opole],604,0.0,nie,3
18,KYCIA Anna Magdalena,Nr 21 [Opole],259,0.0,nie,3
19,SORGOWICKI Michał Karol,Nr 21 [Opole],183,0.0,nie,3
20,MIENTUS Alina Małgorzata,Nr 21 [Opole],385,0.0,nie,3
21,OSIADŁY Piotr Wojciech,Nr 21 [Opole],266,0.0,nie,3
22,PODMOSTKA Natalia Maria,Nr 21 [Opole],513,0.0,nie,3
23,PRZYSTAJKO Jerzy,Nr 21 [Opole],542,0.0,nie,3
1,RYDZIK Łukasz Michał,Nr 22 [Krosno],10391,0.06,nie,3
2,ZAJDEL Gabriel Jerzy,Nr 22 [Krosno],3011,0.02,nie,3
3,MACKIEWICZ-ROSSMANITH Kamila,Nr 22 [Krosno],1843,0.01,nie,3
4,JAGUSTYN Janusz Andrzej,Nr 22 [Krosno],610,0.0,nie,3
5,PIOTROWSKA Kamila Helena,Nr 22 [Krosno],990,0.01,nie,3
6,FIC Patryk Beniamin,Nr 22 [Krosno],1227,0.01,nie,3
7,CIWONIUK Marzena Mieczysława,Nr 22 [Krosno],214,0.0,nie,3
8,RYCZAN Dominik Łukasz,Nr 22 [Krosno],202,0.0,nie,3
9,GORCZYCA Iwona,Nr 22 [Krosno],978,0.01,nie,3
10,BOGUSZ Adam,Nr 22 [Krosno],399,0.0,nie,3
11,KUROPATWA Dagmara Sylwia,Nr 22 [Krosno],387,0.0,nie,3
12,WEŁYCZKO Zbigniew,Nr 22 [Krosno],184,0.0,nie,3
13,BARAN Ewa Aneta,Nr 22 [Krosno],488,0.0,nie,3
14,WOŚ Wiesław Adam,Nr 22 [Krosno],435,0.0,nie,3
15,ŻÓŁKOŚ Grzegorz Stanisław,Nr 22 [Krosno],282,0.0,nie,3
16,KRUKAR Radosław Zbigniew,Nr 22 [Krosno],229,0.0,nie,3
17,ŚWIEBODA Monika,Nr 22 [Krosno],261,0.0,nie,3
18,PIELA Mirosław Józef,Nr 22 [Krosno],194,0.0,nie,3
19,ITNER Halina Bożena,Nr 22 [Krosno],97,0.0,nie,3
20,ŚWIEBODA Sebastian Rafał,Nr 22 [Krosno],105,0.0,nie,3
21,STEBNICKI Łukasz,Nr 22 [Krosno],261,0.0,nie,3
22,WOJNAROWSKI Piotr Marcin,Nr 22 [Krosno],789,0.0,nie,3
1,BUŻ Wiesław,Nr 23 [Rzeszów],15605,0.08,tak,3
2,SZTUK Michał Andrzej,Nr 23 [Rzeszów],2478,0.01,nie,3
3,ITNER Agnieszka,Nr 23 [Rzeszów],3505,0.02,nie,3
4,OZIMEK Julian,Nr 23 [Rzeszów],2522,0.01,nie,3
5,FILIPEK Jerzy,Nr 23 [Rzeszów],1225,0.01,nie,3
6,KRASNOPOLSKA Bożena Marta,Nr 23 [Rzeszów],1064,0.01,nie,3
7,TOFIL Bronisław Tadeusz,Nr 23 [Rzeszów],1396,0.01,nie,3
8,JASIŃSKI Krzysztof,Nr 23 [Rzeszów],807,0.0,nie,3
9,KACAŁA Natalia Ludmiła,Nr 23 [Rzeszów],674,0.0,nie,3
10,ŁUCZAJ Kamil,Nr 23 [Rzeszów],570,0.0,nie,3
11,SKAWIŃSKI Stanisław Andrzej,Nr 23 [Rzeszów],1231,0.01,nie,3
12,JELEŃ Wiesław Stanisław,Nr 23 [Rzeszów],630,0.0,nie,3
13,KRZEMIŃSKI Kamil Paweł,Nr 23 [Rzeszów],326,0.0,nie,3
14,IRZYK Martin Marian,Nr 23 [Rzeszów],288,0.0,nie,3
15,ZAJĄC Marzena Zofia,Nr 23 [Rzeszów],680,0.0,nie,3
16,STĄCEL Janusz,Nr 23 [Rzeszów],363,0.0,nie,3
17,FIETKO Ireneusz Grzegorz,Nr 23 [Rzeszów],205,0.0,nie,3
18,ZYCH Ala,Nr 23 [Rzeszów],801,0.0,nie,3
19,WINIARSKI Damian Kazimierz,Nr 23 [Rzeszów],265,0.0,nie,3
20,LUBERA Teresa Anna,Nr 23 [Rzeszów],369,0.0,nie,3
21,RŻANY Monika,Nr 23 [Rzeszów],546,0.0,nie,3
22,PRZYBOŚ Józef,Nr 23 [Rzeszów],134,0.0,nie,3
23,OŻÓG Barbara Katarzyna,Nr 23 [Rzeszów],395,0.0,nie,3
24,KUŹMICZ Marek Andrzej,Nr 23 [Rzeszów],109,0.0,nie,3
25,BRZYKOWSKA Patrycja Dorota,Nr 23 [Rzeszów],147,0.0,nie,3
26,NOGA Andrzej Jan,Nr 23 [Rzeszów],177,0.0,nie,3
27,DZIĄGWA Krystyna,Nr 23 [Rzeszów],227,0.0,nie,3
28,CICHY Mateusz Michał,Nr 23 [Rzeszów],303,0.0,nie,3
29,OSTROWSKA Anna,Nr 23 [Rzeszów],555,0.0,nie,3
30,GACEK Kazimierz Leszek,Nr 23 [Rzeszów],1220,0.01,nie,3
1,KRUTUL Paweł,Nr 24 [Białystok],13455,0.07,tak,3
2,KUSZNIERUK Piotr,Nr 24 [Białystok],8293,0.04,nie,3
3,ROSIŃSKA Katarzyna Ewa,Nr 24 [Białystok],5280,0.03,nie,3
4,PROKOPIUK Seweryn,Nr 24 [Białystok],1189,0.01,nie,3
5,MAŃCZUK Tomasz,Nr 24 [Białystok],868,0.0,nie,3
6,BOROWIK Janusz,Nr 24 [Białystok],1400,0.01,nie,3
7,REMBISZEWSKA Justyna,Nr 24 [Białystok],944,0.01,nie,3
8,MURAWKO Elżbieta,Nr 24 [Białystok],703,0.0,nie,3
9,ARASIMOWICZ Renata,Nr 24 [Białystok],388,0.0,nie,3
10,CZERNIAWSKA Izabela Teresa,Nr 24 [Białystok],793,0.0,nie,3
11,DEONIZIAK Joanna Grażyna,Nr 24 [Białystok],986,0.01,nie,3
12,POPŁAWSKI Jakub,Nr 24 [Białystok],533,0.0,nie,3
13,BIRGIEL Marcin,Nr 24 [Białystok],487,0.0,nie,3
14,MATWIEJCZUK Jolanta Gertruda,Nr 24 [Białystok],449,0.0,nie,3
15,ŚNIADACH Mieczysław,Nr 24 [Białystok],535,0.0,nie,3
16,JANOSZKA Grzegorz Jan,Nr 24 [Białystok],174,0.0,nie,3
17,SKOWROŃSKI Adrian,Nr 24 [Białystok],225,0.0,nie,3
18,MIRONOWICZ Mikołaj,Nr 24 [Białystok],909,0.0,nie,3
19,ARTYSIEWICZ Michalina Daria,Nr 24 [Białystok],184,0.0,nie,3
20,ANDRUKIEWICZ Aleksandra Julia,Nr 24 [Białystok],367,0.0,nie,3
21,KRAWCZYK Anna Małgorzata,Nr 24 [Białystok],223,0.0,nie,3
22,JANICKI Dariusz Jerzy,Nr 24 [Białystok],289,0.0,nie,3
23,OSIEJEWSKI Jakub,Nr 24 [Białystok],69,0.0,nie,3
24,WYSOCKA Kamila Maria,Nr 24 [Białystok],287,0.0,nie,3
25,JASIONEK Anna,Nr 24 [Białystok],184,0.0,nie,3
26,DROBEK Grzegorz,Nr 24 [Białystok],161,0.0,nie,3
27,SIELAWA Magdalena,Nr 24 [Białystok],326,0.0,nie,3
28,KORONKIEWICZ Wojciech Janusz,Nr 24 [Białystok],7641,0.04,nie,3
1,MACIEJEWSKA Beata Monika,Nr 25 [Gdańsk],23319,0.13,tak,3
2,BANACH Jolanta Maria,Nr 25 [Gdańsk],22485,0.12,nie,3
3,KOWALCZUK Łukasz,Nr 25 [Gdańsk],2873,0.02,nie,3
4,ŚNIEG Andrzej Stanisław,Nr 25 [Gdańsk],4211,0.02,nie,3
5,PIĘKOŚ Michał Rafał,Nr 25 [Gdańsk],2578,0.01,nie,3
6,OCHOCKA Iwona,Nr 25 [Gdańsk],2885,0.02,nie,3
7,STROJNY Olga,Nr 25 [Gdańsk],2026,0.01,nie,3
8,GWOŹDŹ Edward Rajmund,Nr 25 [Gdańsk],468,0.0,nie,3
9,HRYNIEWSKI Wojciech,Nr 25 [Gdańsk],739,0.0,nie,3
10,NOWAK Karolina,Nr 25 [Gdańsk],1466,0.01,nie,3
11,KRÓL Judyta Anna,Nr 25 [Gdańsk],990,0.01,nie,3
12,PACEK Igor,Nr 25 [Gdańsk],543,0.0,nie,3
13,HODERNY Adam Ryszard,Nr 25 [Gdańsk],917,0.0,nie,3
14,GREKULAK Ksenia,Nr 25 [Gdańsk],512,0.0,nie,3
15,KŁOS Wojciech Jakub,Nr 25 [Gdańsk],529,0.0,nie,3
16,CYGAN Mirosław Wojciech,Nr 25 [Gdańsk],429,0.0,nie,3
17,STAŻEWSKA Anna Ewa,Nr 25 [Gdańsk],462,0.0,nie,3
18,WADLEWSKA Lucyna Beata,Nr 25 [Gdańsk],241,0.0,nie,3
19,BYLICA Bartosz,Nr 25 [Gdańsk],266,0.0,nie,3
20,MARKIEWICZ Dorota Maria,Nr 25 [Gdańsk],455,0.0,nie,3
21,WICHERT Marcin Krystian,Nr 25 [Gdańsk],466,0.0,nie,3
22,ŻOCHOWSKA Anna Kazimiera,Nr 25 [Gdańsk],502,0.0,nie,3
23,SZKUDLAREK Joanna Dorota,Nr 25 [Gdańsk],932,0.01,nie,3
24,KOPERSKI Romuald Wincenty,Nr 25 [Gdańsk],942,0.01,nie,3
1,SENYSZYN Joanna,Nr 26 [Słupsk],36405,0.2,tak,3
2,RUTKA Marek Andrzej,Nr 26 [Słupsk],7929,0.04,tak,3
3,HASKA Karolina,Nr 26 [Słupsk],4410,0.02,nie,3
4,ŁUKASZEWICZ Anna Beata,Nr 26 [Słupsk],2023,0.01,nie,3
5,LUBIEWSKI Adam Marek,Nr 26 [Słupsk],821,0.0,nie,3
6,SZUBIŃSKA Bożena Leokadia,Nr 26 [Słupsk],1970,0.01,nie,3
7,PONULAK Jan Stanisław,Nr 26 [Słupsk],1601,0.01,nie,3
8,KUTWA Marzena,Nr 26 [Słupsk],1898,0.01,nie,3
9,WIRKUS Katarzyna Gabriela,Nr 26 [Słupsk],2303,0.01,nie,3
10,LAMPART Jacek Heliodor,Nr 26 [Słupsk],741,0.0,nie,3
11,GAJEWSKA Beata Krystyna,Nr 26 [Słupsk],1309,0.01,nie,3
12,KWIATKOWSKI Ryszard Zygmunt,Nr 26 [Słupsk],909,0.0,nie,3
13,ŻYNIS Jakub Mikołaj,Nr 26 [Słupsk],836,0.0,nie,3
14,KOZIOŁ Krzysztof Kazimierz,Nr 26 [Słupsk],968,0.01,nie,3
15,JAROSZ Maciej,Nr 26 [Słupsk],657,0.0,nie,3
16,STENCEL Beata Krystyna,Nr 26 [Słupsk],862,0.0,nie,3
17,KOWALEWSKI Michał Stanisław,Nr 26 [Słupsk],452,0.0,nie,3
18,MARCIAK Rafał Marcin,Nr 26 [Słupsk],585,0.0,nie,3
19,ZAJĄCZKOWSKA Anna,Nr 26 [Słupsk],979,0.01,nie,3
20,CZUBALA Grażyna Teresa,Nr 26 [Słupsk],250,0.0,nie,3
21,LAMENTOWICZ Wojciech,Nr 26 [Słupsk],436,0.0,nie,3
22,SZCZOTKOWSKI Andrzej,Nr 26 [Słupsk],188,0.0,nie,3
23,DRYWA Magdalena Karolina,Nr 26 [Słupsk],745,0.0,nie,3
24,WEKWERT Paweł Władysław,Nr 26 [Słupsk],349,0.0,nie,3
25,STRZELECKA Magdalena Jadwiga,Nr 26 [Słupsk],446,0.0,nie,3
26,SŁUPECKI Jacek Ignacy,Nr 26 [Słupsk],399,0.0,nie,3
27,NOWAK Dominika Wirginia,Nr 26 [Słupsk],721,0.0,nie,3
28,STRZELCZYK Marcin Tomasz,Nr 26 [Słupsk],1244,0.01,nie,3
1,KOPERSKI Przemysław Adam,Nr 27 [Bielsko-Biała],22055,0.12,tak,3
2,LAMEK-KOCHANOWSKA Agnieszka Zofia,Nr 27 [Bielsko-Biała],4392,0.02,nie,3
3,CZYLOK Leszek Zbigniew,Nr 27 [Bielsko-Biała],2070,0.01,nie,3
4,SATŁAWA Henryk,Nr 27 [Bielsko-Biała],1074,0.01,nie,3
5,TYRNA Leszek,Nr 27 [Bielsko-Biała],3445,0.02,nie,3
6,CZAICKA Anna Maria,Nr 27 [Bielsko-Biała],1007,0.01,nie,3
7,MADZIA Magdalena,Nr 27 [Bielsko-Biała],2480,0.01,nie,3
8,BANOT Aleksandra Ewa,Nr 27 [Bielsko-Biała],1202,0.01,nie,3
9,SŁONKA-GIBAS Barbara Jolanta,Nr 27 [Bielsko-Biała],506,0.0,nie,3
10,PINDEL Władysław,Nr 27 [Bielsko-Biała],593,0.0,nie,3
11,GASPARSKA Katarzyna Olga,Nr 27 [Bielsko-Biała],523,0.0,nie,3
12,ZALEWSKA Alicja,Nr 27 [Bielsko-Biała],855,0.0,nie,3
13,HASIOR Aleksandra Maria,Nr 27 [Bielsko-Biała],358,0.0,nie,3
14,GRZYBEK Paulina Magdalena,Nr 27 [Bielsko-Biała],776,0.0,nie,3
15,BRUDNY Michał Jacek,Nr 27 [Bielsko-Biała],1124,0.01,nie,3
16,MIECH Paweł Piotr,Nr 27 [Bielsko-Biała],580,0.0,nie,3
17,SIĄKAŁA Artur Jerzy,Nr 27 [Bielsko-Biała],654,0.0,nie,3
18,NOSKOWSKI Zbigniew Henryk,Nr 27 [Bielsko-Biała],1007,0.01,nie,3
1,WOLSKI Zdzisław,Nr 28 [Częstochowa],18527,0.1,tak,3
2,NIESMACZNY Zbigniew Paweł,Nr 28 [Częstochowa],2983,0.02,nie,3
3,KĘPSKI Rafał Tadeusz,Nr 28 [Częstochowa],3709,0.02,nie,3
4,KOTKOWSKA Ewelina Tacjana,Nr 28 [Częstochowa],2414,0.01,nie,3
5,IŻYŃSKA Małgorzata,Nr 28 [Częstochowa],4223,0.02,nie,3
6,KOT Łukasz Tadeusz,Nr 28 [Częstochowa],3624,0.02,nie,3
7,KSIĄŻEK Ewa Katarzyna,Nr 28 [Częstochowa],973,0.01,nie,3
8,JURECZKO Rafał Krzysztof,Nr 28 [Częstochowa],687,0.0,nie,3
